frame,abstime,reltime,Function 3 [C]
2878,2024-03-11 22:40:53.637000,196.845000,1.947655e+02
2879,2024-03-11 22:40:54.638000,197.846000,1.937305e+02
2880,2024-03-11 22:40:55.640000,198.848000,1.924842e+02
2881,2024-03-11 22:40:56.640000,199.848000,1.916507e+02
2882,2024-03-11 22:40:57.640000,200.848000,1.908672e+02
2883,2024-03-11 22:40:58.641000,201.849000,1.895048e+02
2884,2024-03-11 22:40:59.642000,202.850000,1.886108e+02
2885,2024-03-11 22:41:00.643000,203.851000,1.884528e+02
2886,2024-03-11 22:41:01.644000,204.852000,1.870269e+02
2887,2024-03-11 22:41:02.644000,205.852000,1.861790e+02
