frame,abstime,reltime,Function 1 [C]
1800,50:12.7,1798.433,1.97E+02
1801,50:13.7,1799.433,1.97E+02
1802,50:14.7,1800.434,1.96E+02
1803,50:15.7,1801.434,1.95E+02
1804,50:16.7,1802.436,1.93E+02
1805,50:17.7,1803.438,1.93E+02
1806,50:18.7,1804.437,1.93E+02
1807,50:19.7,1805.439,1.92E+02
1808,50:20.7,1806.44,1.92E+02
1809,50:21.7,1807.441,1.91E+02
1810,50:22.7,1808.441,1.90E+02
1811,50:23.7,1809.442,1.89E+02
1812,50:24.7,1810.442,1.89E+02
1813,50:25.7,1811.443,1.88E+02
1814,50:26.7,1812.444,1.88E+02
1815,50:27.7,1813.446,1.87E+02
1816,50:28.7,1814.446,1.86E+02
1817,50:29.7,1815.447,1.86E+02
1818,50:30.7,1816.447,1.85E+02
1819,50:31.7,1817.448,1.84E+02
1820,50:32.7,1818.45,1.83E+02
1821,50:33.7,1819.451,1.82E+02
1822,50:34.7,1820.419,1.82E+02
1823,50:35.7,1821.42,1.81E+02
1824,50:36.3,1822.084,1.78E+02
1825,50:37.5,1823.264,1.78E+02
1826,50:38.6,1824.39,1.78E+02
1827,50:39.6,1825.391,1.78E+02
1828,50:40.6,1826.392,1.77E+02
1829,50:41.6,1827.392,1.77E+02
1830,50:42.6,1828.393,1.76E+02
1831,50:43.6,1829.394,1.75E+02
1832,50:44.6,1830.395,1.75E+02
1833,50:45.6,1831.396,1.74E+02
1834,50:46.6,1832.396,1.73E+02
1835,50:47.6,1833.397,1.72E+02
1836,50:48.6,1834.399,1.71E+02
1837,50:49.6,1835.399,1.71E+02
1838,50:50.6,1836.4,1.70E+02
1839,50:51.6,1837.401,1.70E+02
1840,50:52.6,1838.402,1.69E+02
1841,50:53.6,1839.403,1.68E+02
1842,50:54.6,1840.404,1.67E+02
1843,50:55.6,1841.404,1.67E+02
1844,50:56.6,1842.405,1.67E+02
1845,50:57.6,1843.406,1.66E+02
1846,50:58.7,1844.408,1.66E+02
1847,50:59.7,1845.408,1.65E+02
1848,51:00.7,1846.408,1.65E+02
1849,51:01.7,1847.409,1.64E+02
1850,51:02.7,1848.41,1.64E+02
1851,51:03.7,1849.412,1.64E+02
1852,51:04.7,1850.412,1.63E+02
1853,51:05.6,1851.38,1.62E+02
1854,51:06.6,1852.381,1.61E+02
1855,51:07.6,1853.382,1.61E+02
1856,51:08.6,1854.383,1.60E+02
1857,51:09.6,1855.384,1.60E+02
1858,51:10.6,1856.384,1.59E+02
1859,51:11.6,1857.385,1.59E+02
1860,51:12.6,1858.386,1.59E+02
1861,51:13.6,1859.388,1.58E+02
1862,51:14.6,1860.387,1.58E+02
1863,51:15.6,1861.388,1.57E+02
1864,51:16.6,1862.389,1.57E+02
1865,51:17.6,1863.391,1.56E+02
1866,51:18.6,1864.391,1.56E+02
1867,51:19.6,1865.391,1.56E+02
1868,51:20.6,1866.393,1.55E+02
1869,51:21.6,1867.394,1.55E+02
1870,51:22.3,1868.026,1.54E+02
1871,51:23.5,1869.298,1.54E+02
1872,51:24.6,1870.365,1.53E+02
1873,51:25.6,1871.366,1.53E+02
1874,51:26.6,1872.366,1.53E+02
1875,51:27.6,1873.368,1.52E+02
1876,51:28.6,1874.368,1.51E+02
1877,51:29.6,1875.369,1.51E+02
1878,51:30.6,1876.37,1.50E+02
1879,51:31.6,1877.37,1.50E+02
1880,51:32.6,1878.372,1.50E+02
1881,51:33.6,1879.371,1.49E+02
1882,51:34.6,1880.373,1.49E+02
1883,51:35.6,1881.374,1.48E+02
1884,51:36.6,1882.376,1.48E+02
1885,51:37.6,1883.343,1.48E+02
1886,51:38.6,1884.344,1.48E+02
1887,51:39.6,1885.345,1.47E+02
1888,51:40.6,1886.346,1.47E+02
1889,51:41.6,1887.346,5.59E+01
1890,51:42.6,1888.347,5.45E+01
1891,51:43.6,1889.348,1.44E+02
1892,51:44.6,1890.349,1.45E+02
1893,51:45.6,1891.35,1.45E+02
1894,51:46.6,1892.35,1.35E+02
1895,51:47.6,1893.351,5.25E+01
1896,51:48.6,1894.352,5.93E+01
1897,51:49.6,1895.353,9.50E+01
1898,51:50.6,1896.354,1.65E+02
1899,51:51.6,1897.354,2.18E+02
1900,51:52.6,1898.356,1.97E+02
1901,51:53.6,1899.358,1.49E+02
1902,51:54.6,1900.358,2.17E+02
1903,51:55.6,1901.36,2.20E+02
1904,51:56.6,1902.359,2.18E+02
1905,51:57.6,1903.36,2.17E+02
1906,51:58.6,1904.361,2.14E+02
1907,51:59.6,1905.362,2.11E+02
1908,52:00.6,1906.363,2.10E+02
1909,52:01.6,1907.363,2.08E+02
1910,52:02.6,1908.364,2.07E+02
1911,52:03.6,1909.365,2.06E+02
1912,52:04.6,1910.366,2.05E+02
1913,52:05.6,1911.367,2.03E+02
1914,52:06.6,1912.367,2.02E+02
1915,52:07.6,1913.369,2.02E+02
1916,52:08.2,1913.967,2.00E+02
1917,52:09.5,1915.239,2.00E+02
1918,52:10.5,1916.306,1.99E+02
1919,52:11.6,1917.307,1.98E+02
1920,52:12.6,1918.308,1.97E+02
1921,52:13.6,1919.309,1.97E+02
1922,52:14.6,1920.309,1.96E+02
1923,52:15.6,1921.31,1.95E+02
1924,52:16.6,1922.311,1.95E+02
1925,52:17.6,1923.312,1.94E+02
1926,52:18.6,1924.314,1.93E+02
1927,52:19.6,1925.314,1.93E+02
1928,52:20.6,1926.315,1.92E+02
1929,52:21.6,1927.316,1.91E+02
1930,52:22.6,1928.317,1.90E+02
1931,52:23.6,1929.317,1.89E+02
1932,52:24.6,1930.318,1.88E+02
1933,52:25.6,1931.32,1.87E+02
1934,52:26.6,1932.32,1.87E+02
1935,52:27.6,1933.322,1.86E+02
1936,52:28.6,1934.323,1.86E+02
1937,52:29.6,1935.323,1.85E+02
1938,52:30.6,1936.324,1.84E+02
1939,52:31.6,1937.324,1.84E+02
1940,52:32.6,1938.325,1.83E+02
1941,52:33.6,1939.327,1.83E+02
1942,52:34.6,1940.327,1.82E+02
1943,52:35.6,1941.328,1.81E+02
1944,52:36.6,1942.328,1.81E+02
1945,52:37.6,1943.33,1.80E+02
1946,52:38.6,1944.33,1.80E+02
1947,52:39.6,1945.331,1.78E+02
1948,52:40.5,1946.299,1.78E+02
1949,52:41.5,1947.301,1.77E+02
1950,52:42.5,1948.302,1.76E+02
1951,52:43.5,1949.302,1.76E+02
1952,52:44.5,1950.303,1.75E+02
1953,52:45.5,1951.303,1.74E+02
1954,52:46.5,1952.304,1.74E+02
1955,52:47.5,1953.305,1.73E+02
1956,52:48.5,1954.305,1.71E+02
1957,52:49.5,1955.306,1.71E+02
1958,52:50.6,1956.308,1.71E+02
1959,52:51.6,1957.309,1.70E+02
1960,52:52.6,1958.31,1.70E+02
1961,52:53.6,1959.31,1.69E+02
1962,52:54.2,1959.909,1.68E+02
1963,52:55.5,1961.273,1.68E+02
1964,52:56.5,1962.283,1.68E+02
1965,52:57.5,1963.284,1.67E+02
1966,52:58.5,1964.284,1.67E+02
1967,52:59.5,1965.285,1.66E+02
1968,53:00.5,1966.286,1.65E+02
1969,53:01.5,1967.287,1.65E+02
1970,53:02.5,1968.288,1.65E+02
1971,53:03.5,1969.289,1.64E+02
1972,53:04.5,1970.289,1.64E+02
1973,53:05.5,1971.29,1.63E+02
1974,53:06.5,1972.291,1.62E+02
1975,53:07.5,1973.292,1.62E+02
1976,53:08.5,1974.293,1.62E+02
1977,53:09.5,1975.294,1.61E+02
1978,53:10.5,1976.295,1.60E+02
1979,53:11.5,1977.263,1.60E+02
1980,53:12.5,1978.262,1.59E+02
1981,53:13.5,1979.263,1.58E+02
1982,53:14.5,1980.265,1.57E+02
1983,53:15.5,1981.266,1.57E+02
1984,53:16.5,1982.267,1.57E+02
1985,53:17.5,1983.269,1.57E+02
1986,53:18.5,1984.268,1.56E+02
1987,53:19.5,1985.269,1.56E+02
1988,53:20.5,1986.27,1.56E+02
1989,53:21.5,1987.271,1.55E+02
1990,53:22.5,1988.272,1.55E+02
1991,53:23.5,1989.272,1.55E+02
1992,53:24.5,1990.273,1.54E+02
1993,53:25.5,1991.274,1.54E+02
1994,53:26.5,1992.275,1.53E+02
1995,53:27.5,1993.276,1.53E+02
1996,53:28.5,1994.278,1.52E+02
1997,53:29.5,1995.278,1.52E+02
1998,53:30.5,1996.279,1.52E+02
1999,53:31.5,1997.28,1.51E+02
2000,53:32.5,1998.281,1.50E+02
2001,53:33.5,1999.281,1.50E+02
2002,53:34.5,2000.282,1.49E+02
2003,53:35.5,2001.283,1.49E+02
2004,53:36.5,2002.284,1.48E+02
2005,53:37.5,2003.285,1.48E+02
2006,53:38.5,2004.285,1.48E+02
2007,53:39.5,2005.286,1.48E+02
2008,53:40.1,2005.85,1.47E+02
2009,53:41.5,2007.256,7.04E+01
2010,53:42.5,2008.257,5.42E+01
2011,53:43.5,2009.225,1.19E+02
2012,53:44.5,2010.227,1.46E+02
2013,53:45.5,2011.227,1.45E+02
2014,53:46.5,2012.228,1.45E+02
2015,53:47.5,2013.229,6.34E+01
2016,53:48.5,2014.229,5.74E+01
2017,53:49.5,2015.231,8.67E+01
2018,53:50.5,2016.231,1.45E+02
2019,53:51.5,2017.232,1.90E+02
2020,53:52.5,2018.233,2.13E+02
2021,53:53.5,2019.233,1.64E+02
2022,53:54.5,2020.234,1.91E+02
2023,53:55.5,2021.236,2.21E+02
2024,53:56.5,2022.235,2.19E+02
2025,53:57.5,2023.237,2.18E+02
2026,53:58.5,2024.239,2.15E+02
2027,53:59.5,2025.239,2.12E+02
2028,54:00.5,2026.24,2.10E+02
2029,54:01.5,2027.241,2.08E+02
2030,54:02.5,2028.242,2.07E+02
2031,54:03.5,2029.243,2.05E+02
2032,54:04.5,2030.243,2.04E+02
2033,54:05.5,2031.244,2.03E+02
2034,54:06.5,2032.245,2.02E+02
2035,54:07.5,2033.246,2.02E+02
2036,54:08.5,2034.247,2.00E+02
2037,54:09.5,2035.248,2.00E+02
2038,54:10.5,2036.249,1.99E+02
2039,54:11.5,2037.248,1.98E+02
2040,54:12.5,2038.25,1.97E+02
2041,54:13.5,2039.252,1.97E+02
2042,54:14.5,2040.252,1.96E+02
2043,54:15.5,2041.22,1.95E+02
2044,54:16.5,2042.221,1.94E+02
2045,54:17.5,2043.222,1.93E+02
2046,54:18.5,2044.223,1.93E+02
2047,54:19.5,2045.223,1.92E+02
2048,54:20.5,2046.224,1.91E+02
2049,54:21.5,2047.225,1.91E+02
2050,54:22.5,2048.227,1.90E+02
2051,54:23.5,2049.227,1.90E+02
2052,54:24.5,2050.227,1.89E+02
2053,54:25.5,2051.228,1.88E+02
2054,54:26.0,2051.792,1.87E+02
2055,54:27.4,2053.196,1.86E+02
2056,54:28.4,2054.198,1.85E+02
2057,54:29.4,2055.2,1.83E+02
2058,54:30.4,2056.201,1.83E+02
2059,54:31.4,2057.203,1.82E+02
2060,54:32.4,2058.203,1.82E+02
2061,54:33.4,2059.204,1.81E+02
2062,54:34.4,2060.204,1.81E+02
2063,54:35.4,2061.206,1.80E+02
2064,54:36.4,2062.206,1.80E+02
2065,54:37.5,2063.208,1.79E+02
2066,54:38.5,2064.207,1.78E+02
2067,54:39.5,2065.208,1.78E+02
2068,54:40.5,2066.209,1.77E+02
2069,54:41.5,2067.21,1.77E+02
2070,54:42.5,2068.211,1.76E+02
2071,54:43.5,2069.211,1.76E+02
2072,54:44.5,2070.213,1.75E+02
2073,54:45.5,2071.214,1.75E+02
2074,54:46.5,2072.215,1.74E+02
2075,54:47.4,2073.183,1.73E+02
2076,54:48.4,2074.183,1.73E+02
2077,54:49.4,2075.184,1.73E+02
2078,54:50.4,2076.185,1.72E+02
2079,54:51.4,2077.185,1.72E+02
2080,54:52.4,2078.187,1.71E+02
2081,54:53.4,2079.187,1.70E+02
2082,54:54.4,2080.189,1.70E+02
2083,54:55.4,2081.189,1.69E+02
2084,54:56.4,2082.189,1.69E+02
2085,54:57.4,2083.191,1.68E+02
2086,54:58.4,2084.191,1.68E+02
2087,54:59.4,2085.193,1.67E+02
2088,55:00.4,2086.194,1.67E+02
2089,55:01.4,2087.194,1.66E+02
2090,55:02.4,2088.196,1.65E+02
2091,55:03.4,2089.197,1.65E+02
2092,55:04.4,2090.197,1.64E+02
2093,55:05.4,2091.199,1.63E+02
2094,55:06.4,2092.199,1.63E+02
2095,55:07.4,2093.2,1.63E+02
2096,55:08.4,2094.201,1.62E+02
2097,55:09.4,2095.202,1.61E+02
2098,55:10.4,2096.202,1.60E+02
2099,55:11.4,2097.203,1.59E+02
2100,55:12.0,2097.734,1.59E+02
2101,55:13.4,2099.172,1.57E+02
2102,55:14.4,2100.174,1.57E+02
2103,55:15.4,2101.174,1.57E+02
2104,55:16.4,2102.175,1.57E+02
2105,55:17.4,2103.177,1.56E+02
2106,55:18.4,2104.143,1.55E+02
2107,55:19.4,2105.145,1.55E+02
2108,55:20.4,2106.146,1.55E+02
2109,55:21.4,2107.147,1.54E+02
2110,55:22.4,2108.148,1.53E+02
2111,55:23.4,2109.149,1.53E+02
2112,55:24.4,2110.149,1.52E+02
2113,55:25.4,2111.15,1.52E+02
2114,55:26.4,2112.151,1.51E+02
2115,55:27.4,2113.152,1.51E+02
2116,55:28.4,2114.153,1.50E+02
2117,55:29.4,2115.153,1.50E+02
2118,55:30.4,2116.154,1.49E+02
2119,55:31.4,2117.155,1.49E+02
2120,55:32.4,2118.157,1.48E+02
2121,55:33.4,2119.158,1.48E+02
2122,55:34.4,2120.158,1.48E+02
2123,55:35.4,2121.159,1.48E+02
2124,55:36.4,2122.16,1.48E+02
2125,55:37.4,2123.161,1.47E+02
2126,55:38.4,2124.163,1.47E+02
2127,55:39.4,2125.162,1.46E+02
2128,55:40.4,2126.163,1.46E+02
2129,55:41.4,2127.164,1.43E+02
2130,55:42.4,2128.165,5.41E+01
2131,55:43.4,2129.166,8.06E+01
2132,55:44.4,2130.167,1.44E+02
2133,55:45.4,2131.167,1.44E+02
2134,55:46.4,2132.168,1.44E+02
2135,55:47.4,2133.169,7.80E+01
2136,55:48.4,2134.17,5.79E+01
2137,55:49.4,2135.171,9.33E+01
2138,55:50.4,2136.139,1.32E+02
2139,55:51.4,2137.14,2.06E+02
2140,55:52.4,2138.141,1.98E+02
2141,55:53.4,2139.142,1.77E+02
2142,55:54.4,2140.142,1.58E+02
2143,55:55.4,2141.144,2.19E+02
2144,55:56.4,2142.144,2.18E+02
2145,55:57.4,2143.145,2.16E+02
2146,55:57.9,2143.676,2.14E+02
2147,55:59.4,2145.114,2.12E+02
2148,56:00.4,2146.116,2.09E+02
2149,56:01.4,2147.116,2.07E+02
2150,56:02.4,2148.116,2.05E+02
2151,56:03.4,2149.118,2.05E+02
2152,56:04.4,2150.119,2.04E+02
2153,56:05.4,2151.12,2.03E+02
2154,56:06.4,2152.121,2.02E+02
2155,56:07.4,2153.122,2.01E+02
2156,56:08.4,2154.122,1.99E+02
2157,56:09.4,2155.123,1.99E+02
2158,56:10.4,2156.124,1.98E+02
2159,56:11.4,2157.124,1.98E+02
2160,56:12.4,2158.125,1.97E+02
2161,56:13.4,2159.126,1.97E+02
2162,56:14.4,2160.128,1.95E+02
2163,56:15.4,2161.128,1.94E+02
2164,56:16.4,2162.129,1.94E+02
2165,56:17.4,2163.13,1.93E+02
2166,56:18.4,2164.131,1.93E+02
2167,56:19.4,2165.132,1.92E+02
2168,56:20.4,2166.133,1.92E+02
2169,56:21.4,2167.133,1.91E+02
2170,56:22.3,2168.102,1.90E+02
2171,56:23.3,2169.103,1.89E+02
2172,56:24.3,2170.103,1.89E+02
2173,56:25.3,2171.104,1.88E+02
2174,56:26.3,2172.105,1.88E+02
2175,56:27.3,2173.106,1.87E+02
2176,56:28.4,2174.107,1.86E+02
2177,56:29.4,2175.107,1.85E+02
2178,56:30.4,2176.107,1.85E+02
2179,56:31.4,2177.109,1.84E+02
2180,56:32.4,2178.11,1.84E+02
2181,56:33.4,2179.111,1.83E+02
2182,56:34.4,2180.111,1.82E+02
2183,56:35.4,2181.112,1.81E+02
2184,56:36.4,2182.113,1.81E+02
2185,56:37.4,2183.116,1.80E+02
2186,56:38.4,2184.116,1.79E+02
2187,56:39.4,2185.116,1.78E+02
2188,56:40.4,2186.117,1.77E+02
2189,56:41.4,2187.118,1.76E+02
2190,56:42.4,2188.119,1.74E+02
2191,56:43.4,2189.121,1.74E+02
2192,56:43.9,2189.617,1.71E+02
2193,56:45.3,2191.089,1.72E+02
2194,56:46.3,2192.09,1.72E+02
2195,56:47.3,2193.091,1.71E+02
2196,56:48.3,2194.091,1.71E+02
2197,56:49.3,2195.092,1.70E+02
2198,56:50.3,2196.093,1.70E+02
2199,56:51.3,2197.095,1.69E+02
2200,56:52.3,2198.095,1.69E+02
2201,56:53.3,2199.063,1.68E+02
2202,56:54.3,2200.064,1.67E+02
2203,56:55.3,2201.065,1.67E+02
2204,56:56.3,2202.066,1.67E+02
2205,56:57.3,2203.067,1.65E+02
2206,56:58.3,2204.067,1.65E+02
2207,56:59.3,2205.068,1.64E+02
2208,57:00.3,2206.069,1.64E+02
2209,57:01.3,2207.069,1.64E+02
2210,57:02.3,2208.07,1.63E+02
2211,57:03.3,2209.071,1.63E+02
2212,57:04.3,2210.072,1.63E+02
2213,57:05.3,2211.073,1.62E+02
2214,57:06.3,2212.073,1.62E+02
2215,57:07.3,2213.075,1.61E+02
2216,57:08.3,2214.077,1.61E+02
2217,57:09.3,2215.078,1.61E+02
2218,57:10.3,2216.079,1.60E+02
2219,57:11.3,2217.078,1.60E+02
2220,57:12.3,2218.079,1.59E+02
2221,57:13.3,2219.081,1.59E+02
2222,57:14.3,2220.082,1.58E+02
2223,57:15.3,2221.082,1.58E+02
2224,57:16.3,2222.082,1.57E+02
2225,57:17.3,2223.084,1.57E+02
2226,57:18.3,2224.084,1.56E+02
2227,57:19.3,2225.086,1.56E+02
2228,57:20.3,2226.087,1.56E+02
2229,57:21.3,2227.087,1.54E+02
2230,57:22.3,2228.089,1.55E+02
2231,57:23.3,2229.09,1.54E+02
2232,57:24.3,2230.056,1.53E+02
2233,57:25.3,2231.058,1.53E+02
2234,57:26.3,2232.058,1.53E+02
2235,57:27.3,2233.059,1.52E+02
2236,57:28.3,2234.061,1.52E+02
2237,57:29.3,2235.061,1.51E+02
2238,57:29.8,2235.56,1.51E+02
2239,57:31.3,2237.031,1.51E+02
2240,57:32.3,2238.033,1.51E+02
2241,57:33.3,2239.033,1.50E+02
2242,57:34.3,2240.033,1.50E+02
2243,57:35.3,2241.035,1.49E+02
2244,57:36.3,2242.036,1.49E+02
2245,57:37.3,2243.036,1.49E+02
2246,57:38.3,2244.038,1.48E+02
2247,57:39.3,2245.039,1.48E+02
2248,57:40.3,2246.039,1.48E+02
2249,57:41.3,2247.041,1.47E+02
2250,57:42.3,2248.042,5.64E+01
2251,57:43.3,2249.042,5.48E+01
2252,57:44.3,2250.043,1.45E+02
2253,57:45.3,2251.044,1.46E+02
2254,57:46.3,2252.045,1.45E+02
2255,57:47.3,2253.046,1.11E+02
2256,57:48.3,2254.046,5.08E+01
2257,57:49.3,2255.047,8.36E+01
2258,57:50.3,2256.048,1.37E+02
2259,57:51.3,2257.049,2.06E+02
2260,57:52.3,2258.049,2.19E+02
2261,57:53.3,2259.051,1.89E+02
2262,57:54.3,2260.052,1.45E+02
2263,57:55.3,2261.053,2.17E+02
2264,57:56.3,2262.02,2.17E+02
2265,57:57.3,2263.022,2.14E+02
2266,57:58.3,2264.022,2.12E+02
2267,57:59.3,2265.023,2.09E+02
2268,58:00.3,2266.024,2.08E+02
2269,58:01.3,2267.026,2.05E+02
2270,58:02.3,2268.025,2.04E+02
2271,58:03.3,2269.026,2.02E+02
2272,58:04.3,2270.027,2.01E+02
2273,58:05.3,2271.028,2.00E+02
2274,58:06.3,2272.029,1.99E+02
2275,58:07.3,2273.029,1.98E+02
2276,58:08.3,2274.03,1.97E+02
2277,58:09.3,2275.032,1.97E+02
2278,58:10.3,2276.032,1.96E+02
2279,58:11.3,2277.033,1.96E+02
2280,58:12.3,2278.034,1.95E+02
2281,58:13.3,2279.035,1.94E+02
2282,58:14.3,2280.036,1.94E+02
2283,58:15.3,2281.038,1.93E+02
2284,58:15.7,2281.501,1.92E+02
2285,58:17.2,2283.006,1.92E+02
2286,58:18.3,2284.008,1.92E+02
2287,58:19.3,2285.008,1.90E+02
2288,58:20.3,2286.01,1.89E+02
2289,58:21.3,2287.01,1.88E+02
2290,58:22.3,2288.011,1.88E+02
2291,58:23.3,2289.012,1.88E+02
2292,58:24.3,2290.013,1.87E+02
2293,58:25.3,2291.015,1.86E+02
2294,58:26.3,2292.014,1.86E+02
2295,58:27.2,2292.982,1.85E+02
2296,58:28.2,2293.984,1.84E+02
2297,58:29.2,2294.984,1.83E+02
2298,58:30.2,2295.985,1.82E+02
2299,58:31.2,2296.985,1.82E+02
2300,58:32.2,2297.987,1.81E+02
2301,58:33.2,2298.987,1.80E+02
2302,58:34.2,2299.989,1.80E+02
2303,58:35.2,2300.99,1.79E+02
2304,58:36.2,2301.989,1.79E+02
2305,58:37.2,2302.991,1.78E+02
2306,58:38.2,2303.991,1.78E+02
2307,58:39.2,2304.993,1.77E+02
2308,58:40.2,2305.993,1.76E+02
2309,58:41.2,2306.994,1.75E+02
2310,58:42.2,2307.996,1.74E+02
2311,58:43.2,2308.997,1.74E+02
2312,58:44.2,2309.998,1.74E+02
2313,58:45.2,2310.998,1.73E+02
2314,58:46.2,2311.999,1.73E+02
2315,58:47.2,2313,1.72E+02
2316,58:48.2,2314.001,1.72E+02
2317,58:49.2,2315.002,1.72E+02
2318,58:50.2,2316.003,1.71E+02
2319,58:51.2,2317.003,1.70E+02
2320,58:52.2,2318.004,1.70E+02
2321,58:53.2,2319.004,1.69E+02
2322,58:54.2,2320.006,1.68E+02
2323,58:55.2,2321.006,1.68E+02
2324,58:56.3,2322.007,1.67E+02
2325,58:57.3,2323.008,1.66E+02
2326,58:58.3,2324.01,1.66E+02
2327,58:59.2,2324.977,1.66E+02
2328,59:00.2,2325.978,1.65E+02
2329,59:01.2,2326.979,1.64E+02
2330,59:01.7,2327.443,1.63E+02
2331,59:03.2,2328.948,1.62E+02
2332,59:04.2,2329.949,1.62E+02
2333,59:05.2,2330.95,1.61E+02
2334,59:06.2,2331.951,1.60E+02
2335,59:07.2,2332.952,1.59E+02
2336,59:08.2,2333.952,1.59E+02
2337,59:09.2,2334.953,1.59E+02
2338,59:10.2,2335.954,1.58E+02
2339,59:11.2,2336.955,1.58E+02
2340,59:12.2,2337.956,1.57E+02
2341,59:13.2,2338.956,1.57E+02
2342,59:14.2,2339.958,1.57E+02
2343,59:15.2,2340.96,1.57E+02
2344,59:16.2,2341.96,1.56E+02
2345,59:17.2,2342.96,1.56E+02
2346,59:18.2,2343.961,1.55E+02
2347,59:19.2,2344.963,1.54E+02
2348,59:20.2,2345.963,1.54E+02
2349,59:21.2,2346.964,1.54E+02
2350,59:22.2,2347.965,1.54E+02
2351,59:23.2,2348.965,1.54E+02
2352,59:24.2,2349.966,1.53E+02
2353,59:25.2,2350.968,1.53E+02
2354,59:26.2,2351.968,1.52E+02
2355,59:27.2,2352.969,1.52E+02
2356,59:28.2,2353.97,1.52E+02
2357,59:29.2,2354.971,1.51E+02
2358,59:30.2,2355.972,1.51E+02
2359,59:31.2,2356.939,1.51E+02
2360,59:32.2,2357.941,1.50E+02
2361,59:33.2,2358.941,1.50E+02
2362,59:34.2,2359.943,1.49E+02
2363,59:35.2,2360.943,1.49E+02
2364,59:36.2,2361.943,1.49E+02
2365,59:37.2,2362.944,1.48E+02
2366,59:38.2,2363.945,1.48E+02
2367,59:39.2,2364.947,1.48E+02
2368,59:40.2,2365.947,1.47E+02
2369,59:41.2,2366.947,1.46E+02
2370,59:42.2,2367.949,5.56E+01
2371,59:43.2,2368.949,5.43E+01
2372,59:44.2,2369.95,1.18E+02
2373,59:45.2,2370.952,1.45E+02
2374,59:46.2,2371.953,1.45E+02
2375,59:47.2,2372.954,1.16E+02
2376,59:47.6,2373.384,6.21E+01
2377,59:49.2,2374.923,7.86E+01
2378,59:50.2,2375.923,9.79E+01
2379,59:51.2,2376.925,2.09E+02
2380,59:52.2,2377.926,2.21E+02
2381,59:53.2,2378.927,1.80E+02
2382,59:54.2,2379.928,1.14E+02
2383,59:55.2,2380.928,2.19E+02
2384,59:56.2,2381.929,2.21E+02
2385,59:57.2,2382.93,2.19E+02
2386,59:58.2,2383.93,2.17E+02
2387,59:59.2,2384.931,2.15E+02
2388,00:00.2,2385.932,2.12E+02
2389,00:01.2,2386.933,2.09E+02
2390,00:02.1,2387.9,2.07E+02
2391,00:03.1,2388.902,2.07E+02
2392,00:04.1,2389.903,2.06E+02
2393,00:05.1,2390.904,2.04E+02
2394,00:06.1,2391.905,2.04E+02
2395,00:07.1,2392.906,2.03E+02
2396,00:08.1,2393.906,2.02E+02
2397,00:09.2,2394.907,2.02E+02
2398,00:10.2,2395.908,2.01E+02
2399,00:11.2,2396.909,2.00E+02
2400,00:12.2,2397.91,1.99E+02
2401,00:13.2,2398.91,1.98E+02
2402,00:14.2,2399.911,1.97E+02
2403,00:15.2,2400.912,1.96E+02
2404,00:16.2,2401.914,1.96E+02
2405,00:17.2,2402.914,1.95E+02
2406,00:18.2,2403.915,1.94E+02
2407,00:19.2,2404.916,1.94E+02
2408,00:20.2,2405.917,1.93E+02
2409,00:21.2,2406.918,1.92E+02
2410,00:22.2,2407.92,1.92E+02
2411,00:23.2,2408.919,1.90E+02
2412,00:24.2,2409.92,1.90E+02
2413,00:25.2,2410.922,1.89E+02
2414,00:26.2,2411.922,1.89E+02
2415,00:27.2,2412.923,1.88E+02
2416,00:28.2,2413.924,1.87E+02
2417,00:29.2,2414.924,1.86E+02
2418,00:30.2,2415.926,1.86E+02
2419,00:31.2,2416.926,1.84E+02
2420,00:32.2,2417.927,1.83E+02
2421,00:33.2,2418.928,1.83E+02
2422,00:33.6,2419.325,1.83E+02
2423,00:35.1,2420.865,1.82E+02
2424,00:36.1,2421.865,1.82E+02
2425,00:37.1,2422.866,1.81E+02
2426,00:38.1,2423.867,1.81E+02
2427,00:39.1,2424.869,1.80E+02
2428,00:40.1,2425.869,1.79E+02
2429,00:41.1,2426.87,1.79E+02
2430,00:42.1,2427.87,1.78E+02
2431,00:43.1,2428.871,1.78E+02
2432,00:44.1,2429.872,1.77E+02
2433,00:45.1,2430.874,1.76E+02
2434,00:46.1,2431.873,1.75E+02
2435,00:47.1,2432.874,1.75E+02
2436,00:48.1,2433.876,1.74E+02
2437,00:49.1,2434.878,1.74E+02
2438,00:50.1,2435.879,1.73E+02
2439,00:51.1,2436.879,1.72E+02
2440,00:52.1,2437.88,1.71E+02
2441,00:53.1,2438.88,1.70E+02
2442,00:54.1,2439.882,1.70E+02
2443,00:55.1,2440.882,1.69E+02
2444,00:56.1,2441.883,1.69E+02
2445,00:57.1,2442.883,1.68E+02
2446,00:58.1,2443.885,1.68E+02
2447,00:59.1,2444.886,1.67E+02
2448,01:00.1,2445.887,1.67E+02
2449,01:01.1,2446.887,1.66E+02
2450,01:02.1,2447.888,1.66E+02
2451,01:03.1,2448.889,1.66E+02
2452,01:04.1,2449.89,1.65E+02
2453,01:05.1,2450.858,1.65E+02
2454,01:06.1,2451.859,1.64E+02
2455,01:07.1,2452.86,1.64E+02
2456,01:08.1,2453.861,1.63E+02
2457,01:09.1,2454.862,1.63E+02
2458,01:10.1,2455.861,1.62E+02
2459,01:11.1,2456.863,1.62E+02
2460,01:12.1,2457.864,1.61E+02
2461,01:13.1,2458.865,1.61E+02
2462,01:14.1,2459.866,1.60E+02
2463,01:15.1,2460.865,1.60E+02
2464,01:16.1,2461.867,1.59E+02
