frame,abstime,reltime,Function 1 [C]
1122,38:55.3,1121.05,1.67E+02
1123,38:56.3,1122.051,1.66E+02
1124,38:57.3,1123.052,1.66E+02
1125,38:58.3,1124.053,1.65E+02
1126,38:59.3,1125.054,1.65E+02
1127,39:00.3,1126.055,1.64E+02
1128,39:01.3,1127.023,1.62E+02
1129,39:02.3,1128.023,1.62E+02
1130,39:03.3,1129.024,1.62E+02
1131,39:04.3,1130.025,1.62E+02
1132,39:05.3,1131.026,1.62E+02
1133,39:06.3,1132.027,1.61E+02
1134,39:07.2,1132.958,1.59E+02
1135,39:07.6,1133.404,1.58E+02
1136,39:09.2,1134.997,1.59E+02
1137,39:10.2,1135.998,1.58E+02
1138,39:11.2,1136.999,1.58E+02
1139,39:12.2,1138.001,1.57E+02
1140,39:13.2,1139,1.57E+02
1141,39:14.2,1140.001,1.56E+02
1142,39:15.2,1141.003,1.56E+02
1143,39:16.2,1142.004,1.56E+02
1144,39:17.2,1143.005,1.55E+02
1145,39:18.2,1144.005,1.55E+02
1146,39:19.2,1145.006,1.54E+02
1147,39:20.3,1146.007,1.54E+02
1148,39:21.3,1147.009,1.54E+02
1149,39:22.3,1148.009,1.53E+02
1150,39:23.3,1149.01,1.53E+02
1151,39:24.3,1150.01,1.52E+02
1152,39:25.3,1151.012,1.52E+02
1153,39:26.3,1152.013,1.51E+02
1154,39:27.3,1153.013,1.51E+02
1155,39:28.3,1154.013,1.51E+02
1156,39:29.3,1155.014,1.50E+02
1157,39:30.3,1156.016,1.50E+02
1158,39:31.3,1157.016,1.49E+02
1159,39:32.3,1158.017,1.49E+02
1160,39:33.2,1158.986,1.48E+02
1161,39:34.2,1159.986,1.48E+02
1162,39:35.2,1160.987,1.48E+02
1163,39:36.2,1161.988,1.48E+02
1164,39:37.2,1162.989,1.47E+02
1165,39:38.2,1163.989,1.47E+02
1166,39:39.2,1164.991,1.46E+02
1170,39:43.2,1168.994,1.45E+02
1171,39:44.2,1169.995,1.44E+02
1180,39:53.1,1178.899,2.17E+02
1181,39:53.7,1179.437,2.18E+02
1182,39:55.2,1180.972,2.18E+02
1183,39:56.2,1181.973,2.16E+02
1184,39:57.2,1182.974,2.14E+02
1185,39:58.2,1183.975,2.11E+02
1186,39:59.2,1184.975,2.08E+02
1187,40:00.2,1185.975,2.06E+02
1188,40:01.2,1186.977,2.05E+02
1189,40:02.2,1187.978,2.03E+02
1190,40:03.2,1188.979,2.03E+02
1191,40:04.2,1189.947,2.02E+02
1192,40:05.2,1190.948,2.01E+02
1193,40:06.2,1191.949,2.00E+02
1194,40:07.2,1192.95,1.99E+02
1195,40:08.2,1193.95,1.98E+02
1196,40:09.2,1194.951,1.97E+02
1197,40:10.2,1195.952,1.97E+02
1198,40:11.2,1196.953,1.96E+02
1199,40:12.2,1197.954,1.95E+02
1200,40:13.2,1198.954,1.95E+02
1201,40:14.2,1199.955,1.94E+02
1202,40:15.2,1200.956,1.93E+02
1203,40:16.2,1201.957,1.92E+02
1204,40:17.2,1202.957,1.91E+02
1205,40:18.2,1203.958,1.90E+02
1206,40:19.2,1204.96,1.89E+02
1207,40:20.2,1205.962,1.89E+02
1208,40:21.2,1206.961,1.88E+02
1209,40:22.2,1207.963,1.88E+02
1210,40:23.2,1208.963,1.87E+02
1211,40:24.2,1209.964,1.87E+02
1212,40:25.2,1210.965,1.86E+02
1213,40:26.2,1211.966,1.85E+02
1214,40:27.2,1212.967,1.85E+02
1215,40:28.2,1213.967,1.84E+02
1216,40:29.2,1214.968,1.83E+02
1217,40:30.2,1215.969,1.82E+02
1218,40:31.2,1216.97,1.81E+02
1219,40:32.2,1217.971,1.81E+02
1220,40:33.2,1218.971,1.80E+02
1221,40:34.2,1219.973,1.79E+02
1222,40:35.2,1220.974,1.79E+02
1223,40:36.2,1221.942,1.78E+02
1224,40:37.2,1222.942,1.76E+02
1225,40:38.2,1223.943,1.77E+02
1226,40:39.1,1224.841,1.76E+02
1227,40:39.6,1225.379,1.76E+02
1228,40:41.2,1226.914,1.75E+02
1229,40:42.2,1227.914,1.74E+02
1230,40:43.2,1228.916,1.73E+02
1231,40:44.2,1229.916,1.73E+02
1232,40:45.2,1230.916,1.73E+02
1233,40:46.2,1231.917,1.72E+02
1234,40:47.2,1232.918,1.71E+02
1235,40:48.2,1233.919,1.71E+02
1236,40:49.2,1234.921,1.70E+02
1237,40:50.2,1235.922,1.70E+02
1238,40:51.2,1236.922,1.69E+02
1239,40:52.2,1237.924,1.68E+02
1240,40:53.2,1238.925,1.68E+02
1241,40:54.2,1239.925,1.67E+02
1242,40:55.2,1240.925,1.67E+02
1243,40:56.2,1241.926,1.66E+02
1244,40:57.2,1242.927,1.66E+02
1245,40:58.2,1243.929,1.66E+02
1246,40:59.2,1244.93,1.65E+02
1247,41:00.2,1245.929,1.64E+02
1248,41:01.2,1246.931,1.64E+02
1249,41:02.2,1247.932,1.64E+02
1250,41:03.2,1248.932,1.63E+02
1251,41:04.2,1249.934,1.63E+02
1252,41:05.2,1250.935,1.62E+02
1253,41:06.2,1251.936,1.62E+02
1254,41:07.1,1252.903,1.61E+02
1255,41:08.1,1253.903,1.60E+02
1256,41:09.1,1254.905,1.60E+02
1257,41:10.1,1255.906,1.59E+02
1258,41:11.2,1256.907,1.59E+02
1259,41:12.2,1257.908,1.58E+02
1260,41:13.2,1258.909,1.58E+02
1261,41:14.2,1259.908,1.58E+02
1262,41:15.2,1260.91,1.58E+02
1263,41:16.2,1261.91,1.57E+02
1264,41:17.2,1262.912,1.57E+02
1265,41:18.2,1263.913,1.55E+02
1266,41:19.2,1264.913,1.54E+02
1267,41:20.2,1265.914,1.54E+02
1268,41:21.2,1266.915,1.54E+02
1269,41:22.2,1267.917,1.54E+02
1270,41:23.2,1268.917,1.54E+02
1271,41:24.2,1269.918,1.53E+02
1272,41:25.0,1270.783,1.51E+02
1273,41:25.7,1271.413,1.51E+02
1274,41:27.1,1272.889,1.50E+02
1275,41:28.1,1273.889,1.49E+02
1276,41:29.1,1274.89,1.48E+02
1277,41:30.1,1275.891,1.49E+02
1278,41:31.1,1276.892,1.48E+02
1279,41:32.1,1277.893,1.48E+02
1280,41:33.1,1278.893,1.47E+02
1281,41:34.1,1279.894,1.48E+02
1282,41:35.1,1280.895,1.47E+02
1283,41:36.1,1281.896,1.46E+02
1284,41:37.1,1282.897,1.47E+02
1285,41:38.1,1283.865,1.46E+02
1286,41:39.1,1284.866,1.46E+02
1287,41:40.1,1285.866,1.46E+02
1290,41:43.1,1288.869,1.45E+02
1291,41:44.1,1289.871,1.45E+02
1292,41:45.1,1290.871,1.44E+02
1293,41:46.1,1291.871,1.26E+02
1294,41:47.1,1292.872,6.48E+01
1295,41:48.1,1293.873,4.97E+01
1296,41:49.1,1294.874,6.09E+01
1297,41:50.1,1295.876,9.97E+01
1298,41:51.1,1296.876,2.18E+02
1299,41:52.1,1297.876,1.97E+02
1300,41:53.1,1298.878,1.66E+02
1301,41:54.1,1299.88,2.17E+02
1302,41:55.1,1300.879,2.19E+02
1303,41:56.1,1301.88,2.18E+02
1304,41:57.1,1302.882,2.14E+02
1305,41:58.1,1303.882,2.13E+02
1306,41:59.1,1304.884,2.09E+02
1307,42:00.1,1305.885,2.08E+02
1308,42:01.1,1306.885,2.07E+02
1309,42:02.1,1307.886,2.05E+02
1310,42:03.1,1308.886,2.04E+02
1311,42:04.1,1309.887,2.03E+02
1312,42:05.1,1310.889,2.02E+02
1313,42:06.1,1311.889,2.01E+02
1314,42:07.1,1312.89,2.00E+02
1315,42:08.1,1313.891,2.00E+02
1316,42:09.1,1314.893,1.98E+02
1317,42:10.1,1315.859,1.97E+02
1318,42:11.0,1316.725,1.95E+02
1319,42:11.6,1317.355,1.95E+02
1320,42:13.1,1318.831,1.95E+02
1321,42:14.1,1319.831,1.93E+02
1322,42:15.1,1320.831,1.94E+02
1323,42:16.1,1321.833,1.92E+02
1324,42:17.1,1322.834,1.92E+02
1325,42:18.1,1323.834,1.91E+02
1326,42:19.1,1324.836,1.90E+02
1327,42:20.1,1325.836,1.90E+02
1328,42:21.1,1326.837,1.90E+02
1329,42:22.1,1327.838,1.89E+02
1330,42:23.1,1328.839,1.88E+02
1331,42:24.1,1329.84,1.87E+02
1332,42:25.1,1330.841,1.87E+02
1333,42:26.1,1331.843,1.86E+02
1334,42:27.1,1332.843,1.86E+02
1335,42:28.1,1333.844,1.85E+02
1336,42:29.1,1334.844,1.84E+02
1337,42:30.1,1335.845,1.83E+02
1338,42:31.1,1336.846,1.82E+02
1339,42:32.1,1337.847,1.80E+02
1340,42:33.1,1338.848,1.80E+02
1341,42:34.1,1339.848,1.78E+02
1342,42:35.1,1340.849,1.78E+02
1343,42:36.1,1341.85,1.78E+02
1344,42:37.1,1342.851,1.78E+02
1345,42:38.1,1343.851,1.77E+02
1346,42:39.1,1344.853,1.77E+02
1347,42:40.1,1345.854,1.76E+02
1348,42:41.1,1346.822,1.75E+02
1349,42:42.1,1347.822,1.75E+02
1350,42:43.1,1348.822,1.75E+02
1351,42:44.1,1349.824,1.74E+02
1352,42:45.1,1350.825,1.73E+02
1353,42:46.1,1351.826,1.73E+02
1354,42:47.1,1352.828,1.72E+02
1355,42:48.1,1353.827,1.72E+02
1356,42:49.1,1354.829,1.71E+02
1357,42:50.1,1355.829,1.71E+02
1358,42:51.1,1356.83,1.70E+02
1359,42:52.1,1357.831,1.70E+02
1360,42:53.1,1358.831,1.69E+02
1361,42:54.1,1359.832,1.68E+02
1362,42:55.1,1360.834,1.68E+02
1363,42:56.1,1361.835,1.67E+02
1364,42:56.9,1362.667,1.65E+02
1365,42:57.6,1363.39,1.65E+02
1366,42:59.0,1364.806,1.65E+02
1367,43:00.1,1365.807,1.64E+02
1368,43:01.1,1366.809,1.63E+02
1369,43:02.1,1367.809,1.63E+02
1370,43:03.1,1368.809,1.63E+02
1371,43:04.1,1369.811,1.61E+02
1372,43:05.1,1370.811,1.60E+02
1373,43:06.1,1371.813,1.60E+02
1374,43:07.1,1372.813,1.60E+02
1375,43:08.1,1373.814,1.60E+02
1376,43:09.1,1374.814,1.59E+02
1377,43:10.1,1375.816,1.59E+02
1378,43:11.1,1376.816,1.59E+02
1379,43:12.1,1377.817,1.59E+02
1380,43:13.0,1378.785,1.58E+02
1381,43:14.0,1379.786,1.58E+02
1382,43:15.0,1380.787,1.56E+02
1383,43:16.0,1381.787,1.56E+02
1384,43:17.0,1382.789,1.56E+02
1385,43:18.0,1383.789,1.56E+02
1386,43:19.0,1384.791,1.55E+02
1387,43:20.0,1385.792,1.55E+02
1388,43:21.0,1386.791,1.54E+02
1389,43:22.0,1387.793,1.54E+02
1390,43:23.0,1388.793,1.54E+02
1391,43:24.0,1389.794,1.54E+02
1392,43:25.0,1390.796,1.53E+02
1393,43:26.0,1391.796,1.53E+02
1394,43:27.0,1392.796,1.52E+02
1395,43:28.0,1393.798,1.52E+02
1396,43:29.0,1394.799,1.52E+02
1397,43:30.0,1395.8,1.51E+02
1398,43:31.0,1396.801,1.51E+02
1399,43:32.0,1397.802,1.50E+02
1400,43:33.0,1398.802,1.50E+02
1401,43:34.0,1399.804,1.49E+02
1402,43:35.0,1400.806,1.49E+02
1403,43:36.0,1401.805,1.49E+02
1404,43:37.0,1402.805,1.47E+02
1405,43:38.1,1403.807,1.47E+02
1406,43:39.1,1404.808,1.47E+02
1407,43:40.1,1405.808,1.47E+02
1408,43:41.1,1406.809,5.54E+01
1409,43:42.1,1407.81,5.42E+01
1410,43:42.9,1408.608,1.44E+02
1411,43:43.7,1409.421,1.45E+02
1412,43:45.0,1410.747,1.45E+02
1413,43:46.0,1411.749,1.43E+02
1414,43:47.0,1412.75,6.07E+01
1415,43:48.0,1413.751,4.79E+01
1416,43:49.0,1414.751,6.25E+01
1417,43:50.0,1415.753,9.62E+01
1418,43:51.0,1416.753,1.91E+02
1419,43:52.0,1417.754,2.16E+02
1420,43:53.0,1418.755,1.72E+02
1421,43:54.0,1419.756,1.84E+02
1422,43:55.0,1420.756,2.20E+02
1423,43:56.0,1421.757,2.19E+02
1424,43:57.0,1422.758,2.16E+02
1425,43:58.0,1423.759,2.14E+02
1426,43:59.0,1424.76,2.11E+02
1427,44:00.0,1425.761,2.08E+02
1428,44:01.0,1426.762,2.07E+02
1429,44:02.0,1427.764,2.06E+02
1430,44:03.0,1428.765,2.04E+02
1431,44:04.0,1429.764,2.03E+02
1432,44:05.0,1430.765,2.01E+02
1433,44:06.0,1431.766,2.01E+02
1434,44:07.0,1432.767,2.00E+02
1435,44:08.0,1433.768,1.99E+02
1436,44:09.0,1434.768,1.99E+02
1437,44:10.0,1435.77,1.98E+02
1438,44:11.0,1436.77,1.97E+02
1439,44:12.0,1437.771,1.97E+02
1440,44:13.0,1438.772,1.96E+02
1441,44:14.0,1439.773,1.95E+02
1442,44:15.0,1440.775,1.93E+02
1443,44:16.0,1441.775,1.93E+02
1444,44:17.0,1442.743,1.92E+02
1445,44:18.0,1443.743,1.92E+02
1446,44:19.0,1444.745,1.91E+02
1447,44:20.0,1445.746,1.91E+02
1448,44:21.0,1446.746,1.90E+02
1449,44:22.0,1447.748,1.89E+02
1450,44:23.0,1448.748,1.88E+02
1451,44:24.0,1449.749,1.87E+02
1452,44:25.0,1450.75,1.86E+02
1453,44:26.0,1451.75,1.85E+02
1454,44:27.0,1452.752,1.84E+02
1455,44:28.0,1453.752,1.84E+02
1456,44:28.8,1454.55,1.83E+02
1457,44:29.6,1455.362,1.83E+02
1458,44:31.0,1456.722,1.82E+02
1459,44:32.0,1457.724,1.82E+02
1460,44:33.0,1458.725,1.82E+02
1461,44:34.0,1459.726,1.81E+02
1462,44:35.0,1460.727,1.81E+02
1463,44:36.0,1461.727,1.79E+02
1464,44:37.0,1462.727,1.79E+02
1465,44:38.0,1463.728,1.79E+02
1466,44:39.0,1464.73,1.78E+02
1467,44:40.0,1465.73,1.78E+02
1468,44:41.0,1466.732,1.76E+02
1469,44:42.0,1467.731,1.76E+02
1470,44:43.0,1468.733,1.75E+02
1471,44:44.0,1469.734,1.75E+02
1472,44:45.0,1470.735,1.74E+02
1473,44:46.0,1471.735,1.73E+02
1474,44:47.0,1472.737,1.73E+02
1475,44:47.9,1473.704,1.72E+02
1476,44:48.9,1474.706,1.72E+02
1477,44:50.0,1475.707,1.70E+02
1478,44:50.9,1476.706,1.70E+02
1479,44:52.0,1477.708,1.69E+02
1480,44:53.0,1478.709,1.69E+02
1481,44:54.0,1479.71,1.68E+02
1482,44:55.0,1480.711,1.68E+02
1483,44:56.0,1481.711,1.67E+02
1484,44:57.0,1482.712,1.66E+02
1485,44:58.0,1483.713,1.65E+02
1486,44:59.0,1484.714,1.65E+02
1487,45:00.0,1485.715,1.64E+02
1488,45:01.0,1486.715,1.64E+02
1489,45:02.0,1487.717,1.64E+02
1490,45:03.0,1488.718,1.63E+02
1491,45:04.0,1489.718,1.63E+02
1492,45:05.0,1490.719,1.63E+02
1493,45:06.0,1491.72,1.61E+02
1494,45:07.0,1492.721,1.62E+02
1495,45:08.0,1493.722,1.61E+02
1496,45:09.0,1494.723,1.60E+02
1497,45:10.0,1495.724,1.61E+02
1498,45:11.0,1496.724,1.59E+02
1499,45:12.0,1497.725,1.59E+02
1500,45:13.0,1498.726,1.58E+02
1501,45:14.0,1499.728,1.58E+02
1502,45:14.7,1500.491,1.58E+02
1503,45:15.6,1501.396,1.58E+02
1504,45:16.9,1502.697,1.57E+02
1505,45:17.9,1503.699,1.57E+02
1506,45:18.9,1504.699,1.56E+02
1507,45:19.9,1505.668,1.56E+02
1508,45:20.9,1506.669,1.56E+02
1509,45:21.9,1507.669,1.55E+02
1510,45:22.9,1508.67,1.55E+02
1511,45:23.9,1509.671,1.54E+02
1512,45:24.9,1510.671,1.54E+02
1513,45:25.9,1511.672,1.53E+02
1514,45:26.9,1512.673,1.53E+02
1515,45:27.9,1513.673,1.53E+02
1516,45:28.9,1514.675,1.52E+02
1517,45:29.9,1515.675,1.52E+02
1518,45:30.9,1516.676,1.51E+02
1519,45:31.9,1517.677,1.51E+02
1520,45:32.9,1518.677,1.50E+02
1521,45:33.9,1519.679,1.50E+02
1522,45:34.9,1520.68,1.49E+02
1523,45:35.9,1521.681,1.49E+02
1524,45:36.9,1522.682,1.49E+02
1525,45:37.9,1523.683,1.49E+02
1526,45:38.9,1524.684,1.48E+02
1527,45:39.9,1525.685,1.47E+02
1528,45:40.9,1526.686,5.90E+01
1529,45:41.9,1527.687,5.51E+01
1530,45:42.9,1528.686,1.46E+02
1531,45:43.9,1529.688,1.46E+02
1532,45:44.9,1530.689,1.46E+02
1533,45:45.9,1531.69,1.46E+02
1534,45:46.9,1532.69,8.78E+01
1535,45:47.9,1533.69,4.97E+01
1536,45:48.9,1534.693,5.95E+01
1537,45:49.9,1535.693,9.96E+01
1538,45:50.9,1536.66,2.02E+02
1539,45:51.9,1537.662,1.97E+02
1540,45:52.9,1538.663,1.81E+02
1541,45:53.9,1539.664,1.71E+02
1542,45:54.9,1540.665,2.20E+02
1543,45:55.9,1541.665,2.18E+02
1544,45:56.9,1542.666,2.16E+02
1545,45:57.9,1543.667,2.14E+02
1546,45:58.9,1544.668,2.11E+02
1547,45:59.9,1545.669,2.08E+02
1548,46:00.7,1546.433,2.05E+02
1549,46:01.6,1547.338,2.05E+02
1550,46:02.9,1548.639,2.05E+02
1551,46:03.9,1549.64,2.04E+02
1552,46:04.9,1550.641,2.03E+02
1553,46:05.9,1551.642,2.01E+02
1554,46:06.9,1552.643,2.01E+02
1555,46:07.9,1553.644,1.99E+02
1556,46:08.9,1554.645,1.99E+02
1557,46:09.9,1555.645,1.99E+02
1558,46:10.9,1556.646,1.97E+02
1559,46:11.9,1557.647,1.97E+02
1560,46:12.9,1558.648,1.96E+02
1561,46:13.9,1559.649,1.96E+02
1562,46:14.9,1560.649,1.95E+02
1563,46:15.9,1561.65,1.95E+02
1564,46:16.9,1562.651,1.94E+02
1565,46:17.9,1563.652,1.93E+02
1566,46:18.9,1564.653,1.92E+02
1567,46:19.9,1565.653,1.91E+02
1568,46:20.9,1566.656,1.91E+02
1569,46:21.9,1567.656,1.90E+02
1570,46:22.9,1568.623,1.89E+02
1571,46:23.9,1569.624,1.89E+02
1572,46:24.9,1570.625,1.88E+02
1573,46:25.9,1571.626,1.87E+02
1574,46:26.9,1572.627,1.87E+02
1575,46:27.9,1573.628,1.86E+02
1576,46:28.9,1574.628,1.85E+02
1577,46:29.9,1575.63,1.85E+02
1578,46:30.9,1576.631,1.84E+02
1579,46:31.9,1577.631,1.83E+02
1580,46:32.9,1578.631,1.82E+02
1581,46:33.9,1579.633,1.81E+02
1582,46:34.9,1580.633,1.80E+02
1583,46:35.9,1581.635,1.80E+02
1584,46:36.9,1582.635,1.80E+02
1585,46:37.9,1583.637,1.78E+02
1586,46:38.9,1584.638,1.77E+02
1587,46:39.9,1585.638,1.77E+02
1588,46:40.9,1586.639,1.77E+02
1589,46:41.9,1587.64,1.76E+02
1590,46:42.9,1588.64,1.75E+02
1591,46:43.9,1589.641,1.75E+02
1592,46:44.9,1590.643,1.74E+02
1593,46:45.9,1591.644,1.74E+02
1594,46:46.6,1592.374,1.72E+02
1595,46:47.6,1593.372,1.72E+02
1596,46:48.9,1594.613,1.71E+02
1597,46:49.9,1595.614,1.71E+02
1598,46:50.9,1596.615,1.70E+02
1599,46:51.9,1597.617,1.69E+02
1600,46:52.9,1598.618,1.69E+02
1601,46:53.8,1599.585,1.68E+02
1602,46:54.8,1600.586,1.67E+02
1603,46:55.8,1601.587,1.67E+02
1604,46:56.8,1602.587,1.67E+02
1605,46:57.8,1603.589,1.66E+02
1606,46:58.8,1604.589,1.65E+02
1607,46:59.8,1605.591,1.65E+02
1608,47:00.8,1606.591,1.65E+02
1609,47:01.8,1607.592,1.64E+02
1610,47:02.8,1608.592,1.63E+02
1611,47:03.8,1609.594,1.63E+02
1612,47:04.8,1610.594,1.62E+02
1613,47:05.8,1611.595,1.61E+02
1614,47:06.8,1612.595,1.61E+02
1615,47:07.8,1613.597,1.60E+02
1616,47:08.8,1614.597,1.59E+02
1617,47:09.8,1615.599,1.59E+02
1618,47:10.8,1616.6,1.58E+02
1619,47:11.8,1617.601,1.58E+02
1620,47:12.8,1618.602,1.58E+02
1621,47:13.8,1619.603,1.58E+02
1622,47:14.8,1620.603,1.56E+02
1623,47:15.8,1621.604,1.55E+02
1624,47:16.8,1622.605,1.55E+02
1625,47:17.8,1623.606,1.54E+02
1626,47:18.9,1624.607,1.54E+02
1627,47:19.9,1625.608,1.54E+02
1628,47:20.9,1626.608,1.53E+02
1629,47:21.9,1627.609,1.53E+02
1630,47:22.9,1628.61,1.53E+02
1631,47:23.9,1629.611,1.53E+02
1632,47:24.8,1630.579,1.52E+02
1633,47:25.8,1631.58,1.51E+02
1634,47:26.8,1632.581,1.51E+02
1635,47:27.8,1633.582,1.50E+02
1636,47:28.8,1634.582,1.50E+02
1637,47:29.8,1635.583,1.50E+02
1638,47:30.8,1636.584,1.49E+02
1639,47:31.8,1637.585,1.49E+02
1640,47:32.6,1638.317,1.49E+02
1641,47:33.6,1639.314,1.49E+02
1642,47:34.8,1640.555,1.49E+02
1643,47:35.8,1641.556,1.48E+02
1644,47:36.8,1642.558,1.48E+02
1645,47:37.8,1643.558,1.47E+02
1646,47:38.8,1644.558,1.47E+02
1647,47:39.8,1645.559,1.46E+02
1648,47:40.8,1646.561,1.38E+02
1649,47:41.8,1647.562,5.54E+01
1650,47:42.8,1648.564,1.12E+02
1651,47:43.8,1649.563,1.45E+02
1652,47:44.8,1650.564,1.44E+02
1653,47:45.8,1651.566,1.44E+02
1654,47:46.8,1652.566,1.33E+02
1655,47:47.8,1653.568,5.01E+01
1656,47:48.8,1654.568,6.02E+01
1657,47:49.8,1655.569,9.61E+01
1658,47:50.8,1656.569,2.07E+02
1659,47:51.8,1657.571,2.20E+02
1660,47:52.8,1658.572,1.97E+02
1661,47:53.8,1659.572,1.62E+02
1662,47:54.8,1660.573,2.20E+02
1663,47:55.8,1661.575,2.17E+02
1664,47:56.8,1662.541,2.16E+02
1665,47:57.8,1663.543,2.14E+02
1666,47:58.8,1664.543,2.11E+02
1667,47:59.8,1665.544,2.08E+02
1668,48:00.8,1666.545,2.07E+02
1669,48:01.8,1667.546,2.06E+02
1670,48:02.8,1668.546,2.05E+02
1671,48:03.8,1669.547,2.04E+02
1672,48:04.8,1670.549,2.02E+02
1673,48:05.8,1671.55,2.01E+02
1674,48:06.8,1672.549,2.00E+02
1675,48:07.8,1673.55,1.99E+02
1676,48:08.8,1674.552,1.99E+02
1677,48:09.8,1675.553,1.98E+02
1678,48:10.8,1676.554,1.98E+02
1679,48:11.8,1677.555,1.97E+02
1680,48:12.8,1678.555,1.96E+02
1681,48:13.8,1679.557,1.95E+02
1682,48:14.8,1680.558,1.94E+02
1683,48:15.8,1681.559,1.93E+02
1684,48:16.8,1682.559,1.93E+02
1685,48:17.8,1683.56,1.92E+02
1686,48:18.5,1684.258,1.91E+02
1687,48:19.6,1685.348,1.90E+02
1688,48:20.8,1686.532,1.89E+02
1689,48:21.8,1687.533,1.89E+02
1690,48:22.8,1688.533,1.88E+02
1691,48:23.8,1689.534,1.88E+02
1692,48:24.8,1690.535,1.87E+02
1693,48:25.8,1691.536,1.86E+02
1694,48:26.8,1692.536,1.86E+02
1695,48:27.8,1693.538,1.85E+02
1696,48:28.7,1694.506,1.84E+02
1697,48:29.7,1695.506,1.83E+02
1698,48:30.8,1696.507,1.83E+02
1699,48:31.8,1697.508,1.82E+02
1700,48:32.8,1698.509,1.82E+02
1701,48:33.8,1699.51,1.81E+02
1702,48:34.8,1700.511,1.80E+02
1703,48:35.8,1701.511,1.80E+02
1704,48:36.8,1702.512,1.79E+02
1705,48:37.8,1703.513,1.78E+02
1706,48:38.8,1704.514,1.77E+02
1707,48:39.8,1705.516,1.76E+02
1708,48:40.8,1706.515,1.76E+02
1709,48:41.8,1707.516,1.75E+02
1710,48:42.8,1708.518,1.74E+02
1711,48:43.8,1709.519,1.73E+02
1712,48:44.8,1710.519,1.73E+02
1713,48:45.8,1711.521,1.72E+02
1714,48:46.8,1712.521,1.71E+02
1715,48:47.8,1713.522,1.71E+02
1716,48:48.8,1714.524,1.71E+02
1717,48:49.8,1715.524,1.70E+02
1718,48:50.8,1716.524,1.69E+02
1719,48:51.8,1717.525,1.69E+02
1720,48:52.8,1718.527,1.68E+02
1721,48:53.8,1719.527,1.68E+02
1722,48:54.8,1720.528,1.67E+02
1723,48:55.8,1721.528,1.67E+02
1724,48:56.8,1722.53,1.67E+02
1725,48:57.8,1723.53,1.66E+02
1726,48:58.8,1724.533,1.66E+02
1727,48:59.7,1725.499,1.65E+02
1728,49:00.7,1726.501,1.64E+02
1729,49:01.7,1727.502,1.64E+02
1730,49:02.7,1728.503,1.63E+02
1731,49:03.7,1729.503,1.63E+02
1732,49:04.4,1730.2,1.61E+02
1733,49:05.5,1731.289,1.61E+02
1734,49:06.7,1732.473,1.61E+02
1735,49:07.7,1733.474,1.60E+02
1736,49:08.7,1734.474,1.60E+02
1737,49:09.7,1735.476,1.59E+02
1738,49:10.7,1736.477,1.59E+02
1739,49:11.7,1737.478,1.59E+02
1740,49:12.7,1738.479,1.58E+02
1741,49:13.7,1739.478,1.57E+02
1742,49:14.7,1740.481,1.57E+02
1743,49:15.7,1741.482,1.57E+02
1744,49:16.7,1742.483,1.56E+02
1745,49:17.7,1743.483,1.56E+02
1746,49:18.7,1744.484,1.55E+02
1747,49:19.7,1745.485,1.54E+02
1748,49:20.7,1746.486,1.54E+02
1749,49:21.7,1747.486,1.54E+02
1750,49:22.7,1748.488,1.53E+02
1751,49:23.7,1749.487,1.53E+02
1752,49:24.7,1750.489,1.52E+02
1753,49:25.7,1751.489,1.52E+02
1754,49:26.7,1752.491,1.51E+02
1755,49:27.7,1753.491,1.50E+02
1756,49:28.7,1754.493,1.50E+02
1757,49:29.7,1755.493,1.49E+02
1758,49:30.7,1756.495,1.49E+02
1759,49:31.7,1757.462,1.48E+02
1760,49:32.7,1758.462,1.48E+02
1761,49:33.7,1759.464,1.47E+02
1762,49:34.7,1760.465,1.46E+02
1763,49:35.7,1761.466,1.46E+02
1764,49:36.7,1762.466,1.46E+02
1765,49:37.7,1763.467,1.46E+02
1766,49:38.7,1764.468,1.45E+02
1767,49:39.7,1765.469,1.45E+02
1768,49:40.7,1766.47,1.44E+02
1769,49:41.7,1767.47,5.42E+01
1770,49:42.7,1768.471,5.49E+01
1771,49:43.7,1769.472,1.44E+02
1772,49:44.7,1770.473,1.44E+02
1773,49:45.7,1771.474,1.44E+02
1774,49:46.7,1772.475,8.22E+01
1775,49:47.7,1773.476,4.88E+01
1776,49:48.7,1774.477,6.28E+01
1777,49:49.7,1775.479,9.63E+01
1778,49:50.4,1776.142,1.94E+02
1779,49:51.6,1777.322,2.22E+02
1780,49:52.7,1778.448,1.76E+02
1781,49:53.7,1779.449,1.44E+02
1782,49:54.7,1780.451,2.19E+02
1783,49:55.7,1781.45,2.20E+02
1784,49:56.7,1782.451,2.19E+02
1785,49:57.7,1783.452,2.16E+02
1786,49:58.7,1784.453,2.14E+02
1787,49:59.7,1785.454,2.11E+02
1788,50:00.7,1786.455,2.09E+02
1789,50:01.7,1787.456,2.07E+02
1790,50:02.7,1788.424,2.07E+02
1791,50:03.7,1789.424,2.06E+02
1792,50:04.7,1790.425,2.05E+02
1793,50:05.7,1791.427,2.03E+02
1794,50:06.7,1792.428,2.03E+02
1795,50:07.7,1793.428,2.01E+02
1796,50:08.7,1794.429,2.01E+02
1797,50:09.7,1795.429,2.00E+02
1798,50:10.7,1796.43,2.00E+02
1799,50:11.7,1797.432,1.98E+02
